student_id,age,gender,course,study_hours,class_attendance,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty,exam_score
11241,22,1,2,0.68,42.4,0,8.5,1,4,1,2,26.5
11242,20,2,2,7.74,60.1,1,6.1,2,0,1,2,74.6
11243,19,1,0,3.74,91.4,1,6.0,0,1,1,2,71.0
11244,19,0,4,6.85,82.8,1,6.7,2,3,0,0,90.7
11245,21,1,0,0.48,78.0,1,7.6,0,2,2,2,51.5
11246,22,1,1,6.76,40.6,0,8.0,0,1,1,1,78.2
11247,18,0,0,5.22,67.9,1,6.2,1,4,2,0,85.4
11248,21,2,1,5.43,98.7,1,5.5,1,1,2,2,100.0
11249,24,1,3,6.45,80.2,1,7.1,1,4,1,2,68.3
11250,17,1,3,4.21,88.9,1,7.9,2,4,1,0,67.4
11251,24,0,1,5.07,70.8,0,5.7,2,2,1,0,67.6
11252,21,0,2,7.2,61.7,1,4.3,0,0,1,0,80.8
11253,19,0,2,1.0,59.3,1,9.0,2,3,2,2,30.6
11254,22,0,0,0.45,87.8,1,9.4,1,3,1,0,57.8
11255,21,2,1,7.86,67.7,1,8.2,1,0,2,2,100.0
11256,23,0,5,7.05,59.3,1,8.7,2,3,2,0,88.1
11257,17,2,1,4.11,79.3,1,9.9,2,4,0,0,81.5
11258,17,2,2,6.25,99.4,1,5.2,0,4,2,2,81.6
11259,22,0,4,7.06,65.8,1,5.2,2,1,0,2,51.1
11260,19,1,4,3.73,49.8,1,7.8,2,4,1,2,43.3
11261,18,0,4,0.78,78.5,1,9.9,1,1,2,2,48.8
11262,20,0,1,3.85,64.0,1,7.5,2,3,2,0,75.9
11263,22,0,4,2.81,75.4,1,9.6,1,0,2,1,74.1
11264,18,0,6,0.19,99.4,1,9.7,1,2,2,2,58.1
11265,24,0,4,7.67,67.5,1,9.1,0,3,2,0,85.3
11266,20,1,0,5.73,58.2,1,7.4,2,3,2,2,67.8
11267,18,0,3,6.29,98.8,1,8.2,2,2,2,0,84.4
11268,17,2,5,4.77,80.0,1,8.0,1,2,1,0,74.8
11269,23,2,1,2.15,58.3,1,7.0,0,4,2,1,54.7
11270,17,2,5,4.68,59.0,1,4.9,0,1,1,2,37.6
11271,20,2,1,5.44,76.3,1,4.4,1,4,2,2,77.9
11272,22,2,6,4.78,61.8,1,4.1,2,2,0,2,56.5
11273,21,1,2,1.02,86.4,1,7.3,2,4,1,0,50.0
11274,19,2,3,6.51,51.6,1,6.4,0,1,1,1,64.0
11275,17,1,0,2.38,51.4,0,4.6,0,4,0,2,36.5
11276,22,1,3,3.17,54.0,1,8.5,2,0,2,0,58.3
11277,20,1,0,4.41,92.4,1,7.7,0,0,0,2,78.7
11278,17,0,2,7.82,45.5,0,6.8,2,2,0,2,91.7
11279,18,1,6,2.5,76.1,1,9.7,1,3,0,0,70.0
11280,21,0,3,0.34,91.8,1,6.5,0,4,2,1,33.9
11281,18,1,4,7.78,50.6,1,7.0,2,2,1,2,64.7
11282,20,1,3,7.66,95.1,1,9.3,1,2,0,2,100.0
11283,17,0,3,1.59,82.7,1,9.5,2,0,2,2,56.5
11284,23,0,4,6.63,53.8,0,7.5,2,2,0,2,76.3
11285,22,0,0,7.36,98.8,1,7.1,2,2,2,1,75.4
11286,23,0,2,0.1,89.9,1,5.0,2,4,2,1,53.5
11287,17,0,2,6.04,43.4,1,4.1,1,0,0,0,71.7
11288,20,1,3,1.44,89.5,0,9.0,2,3,0,1,45.5
11289,19,0,1,6.62,74.6,1,6.0,2,3,0,0,64.4
11290,21,2,3,0.17,93.4,1,9.4,0,2,1,0,38.8
11291,23,1,4,5.53,75.4,1,7.1,0,1,0,0,84.1
11292,18,1,4,6.53,87.8,1,5.6,0,3,2,1,74.8
11293,23,2,1,0.29,90.0,1,4.5,1,0,0,2,44.6
11294,21,0,4,6.06,87.8,1,6.7,0,0,2,0,82.2
11295,23,1,6,0.95,43.5,1,9.9,1,0,0,0,57.8
11296,17,2,0,0.63,79.9,1,8.4,2,3,1,2,43.8
11297,24,1,2,7.37,93.8,0,6.9,0,0,0,2,88.2
11298,20,0,3,7.38,96.2,1,4.5,2,4,2,2,55.7
11299,19,0,4,5.93,86.0,1,6.9,1,0,0,0,83.5
11300,18,1,0,7.12,58.6,1,5.0,0,3,0,1,95.3
11301,24,2,4,0.13,91.5,1,6.9,0,1,2,1,22.1
11302,24,0,5,4.09,41.5,1,5.0,1,3,1,2,37.2
11303,18,1,4,6.97,86.3,1,4.2,1,1,1,0,83.4
11304,20,2,5,7.14,69.1,0,9.7,0,2,2,2,100.0
11305,22,0,1,2.94,92.8,1,8.4,1,4,0,1,67.1
11306,21,2,0,2.6,70.1,1,9.4,0,3,2,2,58.4
11307,18,2,3,5.6,65.4,1,5.5,0,4,0,2,81.4
11308,19,1,1,0.48,90.7,1,7.1,0,1,0,2,41.3
11309,19,2,6,6.24,59.8,1,6.5,1,2,0,2,98.8
11310,19,1,4,2.0,69.3,1,5.8,2,1,1,2,28.7
11311,24,0,0,4.17,90.6,0,7.1,2,1,2,2,71.6
11312,18,0,5,1.54,40.8,1,9.9,1,2,1,2,70.7
11313,22,0,6,5.87,61.0,1,6.3,2,0,0,1,68.4
11314,24,1,2,7.65,90.0,0,5.7,2,2,2,1,85.0
11315,23,1,3,4.33,92.8,1,4.2,1,3,0,0,70.4
11316,23,2,0,7.61,49.6,1,4.2,1,0,1,2,79.2
11317,18,2,5,3.22,66.7,1,7.0,1,1,1,1,51.6
11318,18,2,0,2.29,60.6,1,7.7,0,0,1,2,59.6
11319,23,0,0,6.71,98.6,1,8.9,1,0,0,2,100.0
11320,22,2,5,0.3,73.9,1,6.0,0,1,1,2,38.0
11321,22,1,6,2.25,64.0,1,8.0,1,3,0,1,57.1
11322,20,2,1,5.52,92.3,1,4.1,2,3,2,2,66.6
11323,21,1,4,1.51,82.5,1,4.3,1,4,0,2,54.4
11324,17,0,5,7.12,82.8,1,9.0,1,0,2,0,100.0
11325,19,0,1,3.86,76.7,0,5.1,1,2,0,0,68.3
11326,21,2,4,1.97,65.0,1,8.5,1,2,2,2,64.7
11327,18,1,6,2.97,45.9,0,8.9,2,3,2,0,41.6
11328,18,0,5,2.27,78.0,1,9.8,1,1,1,2,64.1
11329,17,1,1,5.61,64.9,1,5.2,1,3,1,2,70.1
11330,18,1,6,0.88,67.2,1,9.0,2,2,2,2,58.4
11331,24,0,0,6.83,95.4,1,5.4,0,3,2,2,71.6
11332,22,2,3,1.19,83.3,1,5.1,2,2,1,2,40.5
11333,24,1,0,2.26,86.9,1,7.7,2,3,0,2,59.6
11334,19,2,4,5.01,85.6,1,4.9,1,2,2,2,85.3
11335,21,0,2,2.83,66.0,0,8.0,1,4,2,0,52.9
11336,24,2,4,4.08,73.5,0,8.7,2,2,0,1,79.2
11337,19,1,2,4.55,72.6,1,9.2,0,3,2,2,47.7
11338,22,1,5,2.07,54.4,1,4.7,1,0,2,2,54.9
11339,22,2,0,4.28,78.0,1,4.6,2,0,1,2,77.2
11340,23,1,3,7.51,62.5,1,7.3,2,4,1,2,68.8
11341,24,1,1,0.08,43.3,1,8.0,0,4,0,2,27.2
11342,21,2,2,4.77,98.2,1,8.5,0,0,0,0,100.0
11343,21,2,2,2.56,65.0,0,4.8,0,1,0,0,49.9
11344,23,1,6,6.9,61.0,0,8.2,1,2,0,0,73.8
11345,22,2,2,0.77,77.6,1,7.4,0,3,1,0,46.4
11346,19,0,2,0.48,67.2,0,5.4,0,0,1,2,32.4
11347,22,1,3,3.24,98.6,1,5.5,2,4,2,0,64.2
11348,21,0,6,5.39,43.0,1,9.8,0,3,0,1,76.2
11349,18,1,2,0.08,89.0,1,8.7,2,3,1,0,49.7
11350,21,1,1,6.49,41.3,1,5.5,0,4,1,2,63.1
11351,21,1,3,2.69,51.0,1,4.8,2,3,1,0,40.7
11352,24,1,3,7.36,50.4,1,8.5,2,2,0,2,77.2
11353,21,0,1,7.25,60.4,1,5.8,0,0,2,2,94.9
11354,18,2,6,6.11,92.5,1,4.1,1,2,0,0,99.8
11355,24,0,0,5.9,54.6,1,7.9,0,2,2,2,81.3
11356,21,1,4,4.81,70.9,0,7.1,1,4,0,0,81.7
11357,19,0,3,6.36,68.7,1,5.2,1,1,0,2,73.4
11358,23,2,4,1.42,54.2,0,9.5,1,1,0,0,65.9
11359,20,2,6,6.54,67.8,1,8.5,2,0,2,1,88.1
11360,19,2,0,4.52,90.6,1,5.3,1,0,0,0,58.6
11361,23,0,5,6.26,81.9,1,9.9,2,3,2,0,91.5
11362,23,0,0,3.95,63.5,1,6.1,2,3,1,1,45.7
11363,21,1,0,5.05,56.2,1,5.5,0,1,0,0,66.8
11364,19,0,2,2.73,70.9,1,4.6,2,3,1,0,37.6
11365,23,0,0,3.4,53.5,1,7.9,2,4,0,2,57.8
11366,18,1,4,2.92,49.3,1,7.6,2,0,0,1,58.8
11367,22,1,4,5.92,42.6,1,6.7,1,3,1,2,61.0
11368,21,2,3,1.6,40.6,0,6.7,2,3,1,1,19.599
11369,23,1,0,7.44,98.4,1,7.2,0,2,2,0,100.0
11370,20,1,1,6.63,61.7,1,4.5,1,2,1,0,72.1
11371,23,0,6,6.89,42.2,1,6.8,1,2,1,2,61.3
11372,17,1,0,7.31,74.9,1,9.5,0,0,2,1,100.0
11373,23,2,0,3.49,68.2,1,9.0,2,1,2,2,67.0
11374,17,2,6,7.14,74.5,1,7.9,1,2,2,2,85.6
11375,22,2,4,3.55,72.5,1,9.5,2,1,1,0,40.2
11376,18,1,5,0.81,46.0,1,9.9,2,1,2,2,32.1
11377,24,2,0,0.4,84.9,1,8.3,2,2,0,0,62.7
11378,23,1,3,0.51,62.6,1,4.7,0,4,1,0,19.599
11379,17,1,5,1.5,99.4,0,4.3,2,3,0,0,48.3
11380,24,2,6,2.88,75.5,1,8.7,2,1,0,0,71.0
11381,19,2,5,7.83,69.4,0,7.5,1,3,0,1,73.2
11382,21,1,3,1.93,61.7,1,7.5,1,4,0,1,42.9
11383,17,2,4,7.3,72.3,1,7.3,0,2,2,2,82.4
11384,17,1,0,6.48,68.4,1,4.3,2,4,0,2,64.7
11385,18,2,3,6.89,71.5,1,4.5,0,1,1,2,75.5
11386,21,0,0,6.28,98.2,1,5.4,2,1,1,0,51.8
11387,21,1,2,7.78,64.3,1,7.7,2,4,2,2,81.3
11388,23,2,6,0.96,56.9,1,7.3,2,3,0,1,34.3
11389,18,2,2,3.83,65.5,1,4.1,2,3,1,1,47.9
11390,22,2,1,2.74,43.1,1,6.4,0,4,1,2,26.2
11391,17,0,1,2.27,67.4,1,4.9,1,3,0,2,38.6
11392,19,2,1,3.57,95.2,1,6.1,0,1,1,2,55.5
11393,18,2,3,3.85,52.1,1,7.0,0,2,2,2,56.2
11394,17,2,6,7.89,45.4,1,6.7,0,0,1,0,75.1
11395,21,0,0,2.12,41.0,0,8.8,0,1,2,0,29.5
11396,24,1,5,7.29,78.7,1,4.5,1,4,1,2,68.3
11397,22,0,5,1.34,85.9,0,5.3,2,0,2,2,44.9
11398,23,0,5,5.32,80.3,1,7.0,2,1,0,1,92.3
11399,21,1,4,2.44,78.4,1,8.5,0,3,0,1,69.9
11400,17,1,5,7.68,89.0,1,9.3,0,1,1,2,89.9
11401,19,0,5,5.08,91.2,0,6.9,0,3,2,2,72.9
11402,23,2,4,0.51,60.2,1,9.5,2,4,1,1,41.3
11403,17,1,3,7.39,74.8,1,7.6,1,0,1,0,93.3
11404,17,2,2,2.35,79.5,1,9.0,0,4,2,0,55.5
11405,23,2,3,7.42,60.5,1,6.2,1,2,2,0,73.5
11406,17,1,5,0.11,78.2,0,5.8,2,2,2,2,48.2
11407,24,1,0,1.75,79.6,1,8.5,1,1,0,2,57.0
11408,23,2,1,2.23,40.6,1,7.3,0,2,1,2,31.0
11409,22,2,4,5.5,45.1,0,7.4,2,4,0,2,58.8
11410,21,0,2,6.38,84.1,1,8.7,0,0,1,0,100.0
11411,17,2,5,5.04,44.5,1,8.0,1,4,2,1,65.0
11412,20,1,6,0.5,70.5,0,5.4,1,0,1,0,36.9
11413,23,0,3,3.47,42.7,1,4.8,1,2,1,1,46.2
11414,24,0,2,3.95,89.7,1,4.1,2,4,2,1,64.1
11415,20,1,1,2.87,73.3,1,8.4,0,4,1,2,58.7
11416,23,2,2,3.36,52.2,1,7.3,2,1,1,2,38.7
11417,23,0,3,3.86,91.8,1,6.2,2,1,0,2,47.7
11418,17,1,0,4.43,47.2,1,4.7,0,3,0,2,56.5
11419,21,1,5,5.05,94.5,1,5.2,0,1,2,2,78.1
11420,21,1,5,1.68,98.3,1,7.9,1,2,0,1,73.2
11421,21,0,3,7.21,79.5,1,4.9,1,0,0,2,100.0
11422,23,2,6,6.62,90.3,1,7.3,1,3,2,0,100.0
11423,24,1,3,6.29,89.4,1,6.6,2,2,2,0,94.4
11424,21,0,2,6.45,67.2,1,8.1,2,0,1,2,67.7
11425,19,0,6,4.2,47.3,1,9.0,2,1,0,1,59.3
11426,24,0,0,7.62,45.0,0,9.5,1,3,1,1,71.3
11427,24,0,6,2.93,46.2,1,9.7,2,2,2,1,46.3
11428,22,2,5,3.36,70.8,0,6.8,2,1,2,1,57.2
11429,22,2,6,6.53,42.1,1,8.2,0,4,1,2,52.6
11430,17,0,4,6.95,68.8,0,7.9,1,0,0,0,98.8
11431,20,2,4,3.59,57.2,1,7.1,2,0,1,1,40.6
11432,18,1,1,6.78,92.3,1,7.5,2,1,1,2,78.4
11433,21,1,1,5.07,45.4,1,8.6,1,0,1,2,64.8
11434,23,1,0,3.1,80.8,1,9.1,2,2,1,0,51.9
11435,18,1,0,7.24,44.9,1,5.4,0,2,1,0,68.0
11436,24,2,4,4.03,71.7,1,4.5,2,1,1,1,51.9
11437,18,1,6,6.79,60.0,1,5.3,1,1,2,1,66.9
11438,17,0,2,6.5,73.0,1,8.8,2,0,2,0,86.0
11439,24,0,4,0.77,44.4,1,7.4,1,3,0,0,39.6
11440,17,2,5,6.97,70.0,0,7.9,2,3,2,0,67.3
11441,22,1,3,1.3,70.5,1,8.5,0,1,0,1,54.5
11442,23,2,1,6.51,90.6,1,5.2,1,2,1,0,93.6
11443,19,0,3,6.04,43.4,1,8.1,1,4,2,0,88.9
11444,17,1,5,5.9,47.4,1,5.0,0,4,0,2,50.6
11445,19,1,6,7.37,98.8,1,7.3,0,2,2,1,100.0
11446,17,2,4,4.8,69.2,1,4.8,0,4,0,2,59.6
11447,22,2,3,2.71,82.6,1,5.5,2,2,1,0,52.6
11448,24,2,4,4.75,57.5,1,7.6,2,3,1,2,40.0
11449,24,0,4,5.57,77.8,0,9.7,2,1,2,0,77.4
11450,23,2,5,2.92,65.4,0,6.3,2,1,0,1,43.4
11451,23,1,1,2.03,89.9,1,7.8,2,0,2,2,60.4
11452,24,1,2,3.92,66.0,1,9.1,2,4,1,2,43.9
11453,23,2,0,7.19,80.6,0,5.8,0,2,0,2,82.5
11454,22,1,1,5.04,59.9,1,9.2,0,3,1,1,54.3
11455,24,0,4,7.18,52.3,0,8.1,1,3,1,0,94.1
11456,19,0,3,3.8,53.1,1,5.4,0,1,2,2,42.4
11457,20,1,6,7.58,74.0,0,6.8,2,0,0,1,99.4
11458,24,2,5,6.33,69.5,1,8.8,0,3,0,2,77.5
11459,19,1,1,2.84,82.1,1,6.8,1,4,2,0,53.9
11460,19,2,5,3.59,90.9,1,8.2,1,2,2,2,78.5
11461,18,1,5,7.91,42.2,1,5.6,1,1,2,1,87.6
11462,19,0,0,7.63,87.9,1,5.5,1,0,0,0,94.3
11463,21,1,2,3.28,91.6,1,8.7,1,3,0,2,97.5
11464,24,0,5,6.67,82.7,1,6.7,1,3,0,2,100.0
11465,18,1,1,7.28,80.8,1,8.1,2,3,0,0,83.8
11466,22,1,1,2.01,96.3,1,9.9,2,0,0,2,74.3
11467,23,0,3,4.14,93.4,1,9.9,1,2,2,2,85.9
11468,24,2,2,6.06,62.0,1,6.9,2,4,0,0,68.1
11469,23,2,0,0.61,78.6,1,7.4,2,1,2,0,46.5
11470,18,2,1,6.45,72.1,1,5.9,0,1,0,2,72.0
11471,20,2,2,1.69,46.4,0,7.6,2,3,2,2,46.4
11472,24,2,6,3.83,53.8,1,9.0,0,3,1,0,48.9
11473,24,2,1,3.0,70.3,0,5.0,0,3,2,1,56.9
11474,21,0,3,5.92,67.1,1,4.4,2,4,2,0,59.6
11475,24,2,5,1.87,74.4,1,6.6,1,2,0,0,54.5
11476,22,2,3,3.73,87.8,1,7.0,1,1,2,1,59.3
11477,17,0,0,2.12,88.2,1,4.2,2,3,2,1,43.0
11478,24,1,5,0.44,56.3,1,6.2,2,2,2,2,29.5
11479,18,1,4,6.75,55.9,1,4.9,0,2,0,0,87.3
11480,20,0,2,1.8,76.9,1,9.9,2,0,1,1,47.7
11481,18,0,5,1.86,62.7,1,7.7,0,2,2,2,60.0
11482,22,0,2,0.37,97.6,1,7.8,1,4,2,2,39.0
11483,17,2,5,4.02,78.1,1,4.1,0,3,2,2,52.7
11484,22,0,2,2.15,55.5,0,4.4,1,3,1,1,50.7
11485,23,0,2,4.52,46.3,1,6.0,1,2,1,0,64.5
11486,23,2,2,5.79,83.4,1,4.8,1,4,0,2,81.2
11487,19,2,5,0.37,59.2,0,4.5,1,0,1,2,25.6
11488,24,0,3,1.6,51.5,1,5.8,1,0,0,2,63.1
11489,19,0,4,3.13,55.1,0,9.7,1,0,1,2,58.0
11490,22,1,1,7.04,81.7,1,9.6,2,0,2,0,95.1
11491,21,0,2,0.88,79.5,1,7.4,2,4,2,0,35.8
11492,17,1,5,5.95,46.0,1,6.9,0,0,1,2,65.3
11493,17,0,5,7.63,79.9,1,6.2,2,3,1,1,70.4
11494,18,0,5,0.62,77.0,0,9.9,1,4,1,2,65.4
11495,24,1,2,2.66,88.0,1,5.3,0,1,0,2,55.3
11496,24,2,6,6.16,45.2,1,6.0,0,0,2,0,60.7
11497,20,1,3,7.48,56.3,1,7.8,2,2,1,2,77.1
11498,24,0,1,1.97,88.2,1,8.4,2,0,1,0,36.8
11499,17,0,1,5.14,66.4,1,4.1,2,3,0,2,51.2
11500,24,0,3,5.85,94.5,1,5.4,2,3,2,2,86.5
11501,18,0,4,3.23,81.5,1,5.0,1,0,1,0,64.0
11502,17,1,2,5.36,43.3,1,4.5,0,3,1,0,46.5
11503,23,1,3,4.39,67.1,1,8.5,1,3,0,2,92.9
11504,20,2,1,7.5,57.8,1,7.8,1,1,2,2,84.3
11505,19,1,6,4.31,85.7,1,8.0,2,3,2,2,56.6
11506,23,0,4,4.13,49.0,1,5.5,0,0,1,0,62.1
11507,19,1,0,5.35,93.0,0,9.9,2,2,0,2,79.8
11508,23,0,0,1.22,83.8,1,9.7,0,0,0,1,64.5
11509,18,0,5,4.25,75.2,1,6.6,0,3,0,0,65.2
11510,17,0,4,0.41,73.7,1,5.0,0,3,2,0,19.599
11511,19,2,0,5.02,97.1,1,5.5,2,1,2,0,76.0
11512,21,1,5,4.28,91.8,1,7.2,0,1,1,2,88.2
11513,18,0,4,6.72,95.3,1,8.4,2,4,0,2,64.1
11514,18,1,2,6.38,89.3,1,4.5,1,0,2,1,100.0
11515,22,0,4,3.46,61.0,1,9.1,1,3,0,0,63.7
11516,20,1,6,5.27,50.2,1,5.4,2,3,0,2,50.2
11517,20,1,6,2.43,57.9,1,9.1,2,0,0,0,60.7
11518,18,2,2,3.1,97.7,0,7.4,0,0,0,0,84.6
11519,17,2,6,0.62,97.8,1,7.2,0,3,1,1,47.6
11520,17,1,6,0.81,52.2,1,5.2,1,4,0,1,31.7
11521,22,1,1,6.55,53.6,0,7.6,1,2,1,2,72.4
11522,17,1,4,7.78,79.5,0,6.9,0,1,1,2,83.8
11523,18,1,5,3.91,73.2,1,7.5,1,3,0,2,73.8
11524,24,2,2,1.02,73.9,1,9.6,0,4,0,0,61.2
11525,19,0,5,0.71,94.4,0,5.2,2,1,1,2,22.9
11526,22,0,0,0.36,73.4,0,8.6,0,3,0,2,47.7
11527,19,0,0,7.03,74.8,1,7.6,0,2,0,2,87.5
11528,24,0,1,3.54,79.7,1,9.9,1,4,1,2,65.1
11529,23,0,3,7.04,70.6,1,5.7,2,4,0,2,83.6
11530,20,0,5,2.9,74.9,1,9.3,0,1,2,0,52.3
11531,22,2,5,4.7,84.8,1,5.2,2,4,2,2,52.8
11532,20,1,1,5.39,94.9,1,8.0,1,1,2,0,72.0
11533,24,0,5,0.4,95.9,1,8.0,0,4,0,2,52.9
11534,19,1,5,5.45,80.1,1,6.8,2,4,1,1,52.7
11535,23,0,2,6.4,56.1,1,6.4,1,1,1,2,61.7
11536,21,2,0,0.18,92.0,1,9.8,2,2,2,2,50.6
11537,22,2,2,0.47,81.6,1,8.4,0,4,0,2,43.1
11538,19,0,6,4.18,62.1,1,8.6,0,1,2,1,57.0
11539,23,1,3,7.77,77.6,1,8.6,0,4,0,2,95.3
11540,22,2,1,7.79,65.4,1,5.8,0,4,0,2,74.8
11541,23,0,6,0.88,90.0,1,5.0,0,1,2,2,50.3
11542,23,2,4,6.09,60.2,1,5.0,2,3,0,0,76.1
11543,18,0,6,6.35,66.4,0,7.6,1,1,0,0,77.4
11544,24,1,5,7.02,87.6,1,6.7,2,1,1,2,85.7
11545,23,2,6,0.35,52.0,1,6.0,0,4,0,0,23.0
11546,18,2,1,7.78,73.8,1,5.0,0,4,0,1,100.0
11547,24,2,1,6.57,66.9,0,5.5,2,1,0,1,76.6
11548,21,1,2,4.86,62.0,1,5.8,0,0,2,2,64.2
11549,19,0,0,0.53,46.6,1,7.8,1,1,1,0,44.5
11550,18,0,3,1.92,40.7,1,7.8,1,3,1,2,30.3
11551,19,1,3,2.77,76.8,1,8.3,2,0,0,2,48.8
11552,17,2,4,6.86,73.6,0,8.5,0,4,1,2,65.6
11553,22,1,5,6.09,96.2,1,8.3,2,4,2,2,64.1
11554,22,1,5,7.53,58.1,1,4.4,1,4,1,2,59.0
11555,22,1,3,3.38,42.4,1,7.8,1,2,1,0,59.9
11556,21,2,1,7.33,67.8,1,9.4,1,0,0,0,100.0
11557,19,1,3,7.17,42.5,1,9.9,1,3,1,2,68.3
11558,22,0,6,0.15,55.5,1,4.2,2,4,0,2,40.1
11559,23,1,5,1.91,80.1,1,6.5,1,1,0,2,48.2
11560,17,0,6,6.4,67.4,0,5.6,1,4,1,0,83.2
11561,20,0,3,5.32,59.6,1,5.2,1,2,2,1,61.2
11562,24,1,5,1.78,88.0,1,8.0,2,4,1,2,46.8
11563,23,1,0,6.25,60.2,0,6.4,0,1,2,2,65.5
11564,24,0,2,2.53,49.6,1,8.8,0,4,1,2,40.5
11565,18,1,5,4.82,56.8,1,8.1,0,4,0,2,66.6
11566,20,0,2,7.48,97.1,1,6.1,2,0,1,0,83.7
11567,18,0,4,1.92,55.0,1,5.0,0,2,1,2,38.3
11568,23,1,6,0.44,61.7,1,4.6,0,3,0,0,28.5
11569,21,1,2,5.28,50.5,1,6.0,2,1,1,0,38.5
11570,18,0,5,5.83,78.9,1,6.4,0,0,1,0,60.3
11571,17,2,6,2.5,56.6,1,4.6,0,2,1,2,43.6
11572,22,1,4,3.75,52.6,1,6.9,0,2,0,2,77.8
11573,23,0,4,4.01,75.2,1,8.8,1,4,2,1,60.6
11574,24,2,6,6.53,85.9,1,5.7,0,0,1,2,90.4
11575,24,0,5,5.54,75.5,1,4.5,1,0,2,1,92.2
11576,23,1,2,2.18,69.9,1,9.5,0,2,1,2,48.8
11577,23,2,5,2.18,98.4,1,5.9,0,3,1,0,46.4
11578,23,0,5,2.6,57.1,1,6.0,1,3,2,0,54.0
11579,24,0,1,1.17,68.4,1,4.6,2,0,2,0,50.6
11580,20,2,4,1.07,51.5,1,7.7,1,4,0,2,52.8
11581,23,1,5,6.54,70.2,1,8.2,1,1,2,1,73.1
11582,23,2,5,6.65,69.1,1,5.6,0,2,1,1,93.3
11583,17,0,6,2.08,86.3,1,6.2,0,4,2,0,50.5
11584,22,2,5,6.8,67.4,1,9.7,1,1,2,0,84.8
11585,19,2,2,4.57,48.6,1,7.4,1,3,2,1,63.5
11586,18,2,3,5.7,97.0,1,8.8,0,0,2,2,100.0
11587,18,1,1,7.04,56.1,1,6.1,1,4,2,0,100.0
11588,17,1,2,2.47,54.7,1,5.9,0,2,2,1,49.0
11589,24,2,1,5.3,94.1,1,4.9,2,3,1,2,54.8
11590,23,0,6,2.47,79.8,1,5.3,2,0,1,1,55.0
11591,17,2,4,7.22,93.2,1,6.9,2,3,1,2,84.4
11592,22,2,5,2.4,57.3,1,5.6,1,1,2,0,44.6
11593,22,0,3,5.0,43.1,1,5.8,1,2,1,2,47.4
11594,21,1,0,1.53,66.0,1,7.4,2,1,1,2,49.8
11595,21,1,3,2.96,54.7,1,8.5,2,4,0,2,61.3
11596,24,2,6,2.81,83.8,1,9.9,0,4,2,0,63.2
11597,21,1,0,6.0,52.9,1,4.4,0,3,1,2,71.6
11598,22,1,0,2.29,44.7,1,6.3,1,4,2,1,42.4
11599,21,1,5,2.62,68.4,1,6.2,0,3,0,0,41.6
11600,20,2,0,0.08,56.9,1,5.6,0,3,0,0,44.9
11601,24,0,6,2.53,55.3,1,4.7,2,0,1,1,42.2
11602,20,2,6,2.18,58.9,1,5.4,2,2,2,0,63.6
11603,23,0,2,4.36,58.4,1,5.8,0,4,1,2,34.8
11604,21,0,4,3.21,66.5,1,7.1,0,3,0,1,63.5
11605,22,1,2,7.84,74.6,0,4.2,0,4,2,2,68.0
11606,23,0,6,4.37,72.3,1,7.0,1,2,0,2,85.6
11607,22,0,2,0.58,75.7,1,9.7,2,2,0,2,59.6
11608,21,2,6,6.48,47.7,0,8.8,1,1,1,0,64.1
11609,21,2,5,0.43,43.6,1,7.9,0,4,1,2,43.6
11610,21,2,3,6.7,95.9,0,7.0,2,0,1,2,67.8
11611,19,2,1,3.24,53.4,1,6.6,1,1,2,0,60.3
11612,22,2,1,0.49,89.8,1,5.7,1,4,2,0,52.6
11613,24,2,3,7.82,44.0,1,7.6,0,1,1,0,77.2
11614,22,2,5,3.96,80.6,1,6.9,0,1,0,0,78.6
11615,23,1,6,6.84,76.2,1,8.7,0,1,1,2,82.2
11616,23,1,3,3.36,67.8,1,5.9,0,4,2,1,57.1
11617,19,0,1,3.69,62.4,1,5.5,1,2,0,1,55.2
11618,17,1,3,2.9,91.9,0,8.6,2,3,0,1,54.6
11619,19,0,5,2.95,82.2,0,7.3,1,3,2,2,60.6
11620,23,1,3,6.35,78.8,1,8.6,0,2,0,2,98.9
11621,23,2,6,0.25,95.7,1,8.9,1,0,2,2,68.8
11622,21,0,2,3.92,44.0,1,7.5,2,0,2,0,57.7
11623,23,1,3,2.12,84.9,1,7.0,2,0,2,2,32.5
11624,17,0,2,4.45,98.1,1,9.8,1,1,1,0,65.0
11625,22,2,4,1.72,98.3,1,9.1,2,4,2,1,56.8
11626,22,1,4,2.79,50.4,1,8.1,0,4,0,2,45.5
11627,21,2,0,4.27,88.6,1,7.4,2,3,2,0,61.3
11628,22,2,5,5.93,43.5,1,4.9,0,4,2,2,67.0
11629,20,2,6,7.57,81.5,1,4.1,0,3,2,2,82.3
11630,21,1,3,1.95,78.5,1,8.6,1,3,1,2,39.1
11631,21,0,3,3.86,67.3,1,5.0,1,2,1,0,55.1
11632,23,2,1,2.79,60.7,1,7.3,0,1,2,2,54.1
11633,18,0,2,4.85,54.3,0,7.6,0,3,2,0,68.7
11634,19,0,0,2.93,61.0,1,8.1,2,2,0,2,48.2
11635,20,1,3,0.78,46.0,1,7.1,1,3,0,2,50.9
11636,18,0,5,4.92,58.1,1,8.8,2,3,2,0,36.7
11637,19,2,6,0.28,70.5,1,6.3,1,2,0,1,48.6
11638,19,1,2,0.34,70.9,0,4.5,0,3,2,1,19.599
